RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
5216,2857,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1BF2250B390B8026E82C1CA2ED5C7D56?id=1994REN/SET10568-10577:2,2,1.6,-11,,H(.),CF3OCl,,HCl,CF3O,,"300
 
K",2
5217,2858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2F6D7683A0FF39012FA11E61150A8636?id=1994REN/SET10568-10577:1,2,1.5,-10,,H(.),CF3O,,COF2,HF,,"300
 
K",2
5219,2860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=211D782A71F3B0DA4DC11A394AC3DE6C?id=1967MAY/SCH837-844:45,2,1.66,-14,-20454,H(.),Beryllium hydroxide,,BeO,H2,,1000,2
5222,2861,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CEC0630EC884DA673F43DB9D3517D5A?id=1967MAY/SCH837-844:44,2,2.82,-14,-11723,H(.),AlOH,,H2,AlO,,1000,2
5223,2862,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6430249389792BAE00598C2EC02FBA21?id=2004CHI/MEB473-483:2,2,1.68,-11,-57544,H(.),HBO,,H2,BO,,300,2
5224,2863,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8743022752567750913512B78EBE8FDA?id=2004CHI/MEB473-483:4,2,1.46,-11,-80309,H(.),HBO,,cis-HBOH,,,300,2
5225,2864,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0FD91996E56243C487AB0C0C33C2C21B?id=2004CHI/MEB473-483:3,2,8.38,-11,1324,H(.),HBO,,OBH2,,,300,2
5226,2865,http://kinetics.nist.gov/kinetics/Detail;jsessionid=462150A9B6AA38D10EEF511FFA5DF3C7?id=1979GAR/TRU5207:27,2,6.61,-11,-103931,H(.),BCl,,BH,(.)Cl,,300,2
5228,2867,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7B4BF25194091076546A0A9A37ABE460?id=2008HUY/VIO94-101:61,2,8.05,-13,-20916,H(.),C2H5CH=C=O,,(.)CH2CH2CHCO,H2,,300,2
5229,2868,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4D16EB00B4E42BE4B125520AD2364E9A?id=2008HUY/VIO94-101:57,2,1.71,-12,-4552,H(.),C2H5CH=C=O,,CH3CH(.)CHCO,H2,,300,2
5231,2870,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F70A8A87415B88BF564AC2E8F9BFC131?id=1998TEY/ALL2167-2178:4,2,1.04,-12,-24694,H(.),TiCl,,Ti,HCl,,1000,2
5239,2876,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E502CD96C20CE514619BC0C9C278FDA3?id=1990BRA/HIP6305-6316:16,2,1.3,-10,-582,H(.),"3,5-dimethylbenzyl radical",,"1,3,5-Trimethylbenzene",,,300,2
5240,2876,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E502CD96C20CE514619BC0C9C278FDA3?id=1992TSA/WAL8378-8384:10,2,3.32,-10,,H(.),"3,5-dimethylbenzyl radical",,"1,3,5-Trimethylbenzene",,,1040,2
5241,2877,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7455E923A17196CBD1E352F3F8BCC218?id=1978JEN/JON509:10,2,5,-11,-4989,H(.),Strontium hydroxide,,H2O,SrOH,,1800,2
5245,2881,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F07920C63B9FE55AE65E352C7ED52708?id=1973BRO663:1,3,5.02,-32,,H(.),N,,NH,,,"298
 
K",3
5246,2881,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F07920C63B9FE55AE65E352C7ED52708?id=1962MAV/WIN240-245:1,3,1.35,-33,,H(.),N,,NH,,,"298
 
K",3
5248,2882,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D411C9B47C93E028E48CADD188492346?id=1986TSA/HAM1087:256,3,4.36,-32,,H(.),O(.),,(.)OH,,,300,3
5249,2882,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D411C9B47C93E028E48CADD188492346?id=1973SCH25-84:32,3,2,-32,,H(.),O(.),,(.)OH,,,1000,3
5250,2882,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D411C9B47C93E028E48CADD188492346?id=2003JAV/NAU371-377:7,3,6.25,-32,,H(.),O(.),,(.)OH,,,2910,3
5251,2883,http://kinetics.nist.gov/kinetics/Detail;jsessionid=44A9789C11C86B46A4CBA9DD9103FC29?id=2010KAT/FIK1261-1273:1,3,4.14,-35,-25000,H(.),O(.),,OH(A2Sigma,),,1400,3
5252,2884,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1034C3B98D97BE2C19649AFA0010AD27?id=1994ARU/LIU494-501:1,2,1.91,-11,,H(.),NFCl2,,HCl,NClF,,"300
 
K",2
5254,2886,http://kinetics.nist.gov/kinetics/Detail;jsessionid=11E32EF31847C0C29C4F944821ADF827?id=1989WAT/SET251-264:6,2,7.8,-11,,H(.),OClO,,(.)OH,ClO,,"300
 
K",2
5255,2886,http://kinetics.nist.gov/kinetics/Detail;jsessionid=11E32EF31847C0C29C4F944821ADF827?id=1981AGR/MAN2873:5,2,2.91,-11,,H(.),OClO,,(.)OH,ClO,,"300
 
K",2
5256,2886,http://kinetics.nist.gov/kinetics/Detail;jsessionid=11E32EF31847C0C29C4F944821ADF827?id=1973BEM/CLY1356:2,2,5.71,-11,,H(.),OClO,,(.)OH,ClO,,"298
 
K",2
5258,2888,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BAFA988D16584B4DD71E18181C533BF9?id=1978JEN/JON509:9,2,1,-10,-2494,H(.),Ba(OH)2,,H2O,BaOH,,1800,2
5259,2889,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0C2E614C03FB38B91183828F7B46B5A2?id=1997BIG/CAN2701-2705:3,2,1.1,-10,,H(.),CF3O2,,(.)OH,CF3O,,"296
 
K",2
5260,2890,http://kinetics.nist.gov/kinetics/Detail;jsessionid=76AA190F1990B44F6D689A34A6999EC9?id=2004FAS/CAV3829-3843:10,2,8.63,-12,-36819,H(.),"1-Phenyl-1,3-butadiene(E)",,1-Phenylbut-3-en-2-yl,,,500,2
5261,2891,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE45CA07228A42120AC875A254DB8867?id=1984ELL/POT2793-2796:2,2,2.01,-10,,H(.),(CH3)3Si(.),,(CH3)3SiH,,,295,2
5262,2892,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9872B3491FDC2CA7DC891EAEE2A6A303?id=2009ZHA/QU4105-4112:11,2,1.91,-11,-62131,H(.),"2,3,4-Trichlorophenol",,"2,3,4-trichlorophenoxy radical",H2,,600,2
5264,2894,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A43B1E01CCF061067B40072A3AA735F8?id=2003TOM/GRA311-322:10,2,5,7,,H(.),H2C=N,,HCN,H2,,,2
5265,2895,http://kinetics.nist.gov/kinetics/Detail;jsessionid=884C5AE739B0DFA62BD6D0D9E609AF59?id=2009LIF/TAM10446-10451:8,2,4.17,-14,,H(.),1-Ethynylnaphthalene,,1-naphthyl-2-vinyl,,,"1050
 
K",2
5266,2896,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6BEDB9ED4DF963DC85ABD5183AD1B9A0?id=1980MAL/SET5666:5,2,4.1,1,,H(.),SF5Br,,HBr,SF5,,"298
 
K",2
5267,2897,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E11C6866350428E6C812C2B666E3E6F7?id=1972WAG/ZEL518:3,2,7.1,-1,-931,H(.),CH2=C(.)CH3,,CH2=C=CH2,H2,,326,2
5268,2898,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2D6C4EAC4B44CE600B36A6EAC55B1FB9?id=2003ZHA/GU3884-3890:3,2,3.06,-12,-1893,H(.),GeH2Cl2,,GeHCl2,H2,,200,2
5269,2899,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1BBC1C4E791CD1E07D8AC7169E2E4F5D?id=1967MAY/SCH837-844:43,2,3.16,-13,-20121,H(.),ClO,,(.)OH,(.)Cl,,1000,2
5270,2900,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1E614367C1E7F83C330D09F460A462A?id=1979SUN/SET1272:3,2,1,-1,,H(.),Cl2CrO2,,HCl,CrClO2,,"298
 
K",2
5275,2905,http://kinetics.nist.gov/kinetics/Detail;jsessionid=42F1F51E5A741B736633ED850567D4BA?id=2006CHE/ZHA453-459:1,2,1.56,-31,,H(.),ClONO2,,CCl(O)NO,(.)OH,,"298
 
K",2
5276,2906,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3E2D4CE3A6E350BB2ABE17BEA1E984AA?id=2002SEN/JAZ2439-2446:4,2,7.32,-11,-26468,H(.),HSS,,S,H2S,,873,2
5277,2907,http://kinetics.nist.gov/kinetics/Detail;jsessionid=42087ED82A5DB887840AD59121A1414D?id=2002SEN/JAZ2439-2446:3,2,2.51,-12,4623,H(.),HSS,,H2,S2,,873,2
5278,2908,http://kinetics.nist.gov/kinetics/Detail;jsessionid=021799E2F9923AE0F25E4DF42D8806A3?id=1995ZAC/TSA5308-5318:12,2,6.92,-12,-5986,H(.),SiH3OH,,H2,H2Si(.)OH,,1000,2
5279,2909,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BF9A27FD1721C950C8C126AA3858C447?id=1995ZAC/TSA5308-5318:11,2,1.73,-12,-37166,H(.),SiH3OH,,H2,H3SiO(.),,1000,2
5280,2910,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A3A274992E4FB59413C67115CC7B5ABA?id=2003SWI/CAT91-101:20,2,2,13,,H(.),AlH2,,H2,AlH,,500,2
5281,2911,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3DA97ACBAF7D23897D8D0EE767272603?id=1992LIN/HE489-516:8,2,1.66,-12,,H(.),Hyponitrous acid,,H2,NO,HNO,80,2
5282,2912,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E7024484BE41B84E63020DDF8F482157?id=2008LIF/TAM925-933:3,3,1.3,-31,,H(.),I,,HI,,,950,3
5283,2912,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E7024484BE41B84E63020DDF8F482157?id=1958CAM/FRI173:12,3,9.76,-37,-182918,H(.),I,,HI,,,556,3
5284,2913,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9FEE4D2B346D07734371C856B6EB239D?id=1992LIU/MAC4907-4912:3,2,1,-10,,H(.),(.)N3,,N2,NH,,"298
 
K",2
5286,2914,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D894DE2ECF60D0BC4E6E4BB5017566DE?id=1983COH/WES531:45,2,7.34,-11,-139683,H(.),DF,,HD,(.)F,,650,2
5287,2914,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D894DE2ECF60D0BC4E6E4BB5017566DE?id=1976BOT1976:3,2,6.48,-11,-141346,H(.),DF,,HD,(.)F,,2100,2
5288,2915,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CFDAFD69D44FEA950D05CC72B6429013?id=1976BOT1976:2,2,4.17,-10,-141346,H(.),DF,,HF,D,,2100,2
5290,2917,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C7554039EB31FD364A750C8585312123?id=1991COH/WES1211-1311:62,2,1.05,-9,-122223,H(.),HNO,,(.)NH2,O(.),,550,2
5291,2918,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A8CD8315D7B848E4AA40F6A3E5802A48?id=1991COH/WES1211-1311:61,2,2.41,-9,-74913,H(.),HNO,,(.)OH,NH,,350,2
5292,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1991TSA/HER609-663:69,2,3.01,-11,-4157,H(.),HNO,,H2,NO,,298,2
5293,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1981DOD/ZEL689:3,2,1.3,-10,,H(.),HNO,,H2,NO,,"295
 
K",2
5294,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1980DOD/ZEL642:1,2,1.2,-10,,H(.),HNO,,H2,NO,,"295
 
K",2
5295,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1978WAS/AKI2293:1,2,1.6,-12,,H(.),HNO,,H2,NO,,"298
 
K",2
5296,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1972SMI293:2,2,3.9,-12,,H(.),HNO,,H2,NO,,"2100
 
K",2
5297,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1968HAL/JEN281-282:2,2,8,-12,,H(.),HNO,,H2,NO,,"2000
 
K",2
5298,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1966LAM850-851:2,2,4.48,-14,,H(.),HNO,,H2,NO,,"296
 
K",2
5299,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1964BUL/SUG143:2,2,1,-11,,H(.),HNO,,H2,NO,,1600,2
5300,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1975CAM/HAN2097:6,2,8.85,-3,,H(.),HNO,,H2,NO,,"425
 
K",2
5301,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=2004NGU/ZHA94-99:1,2,5.63,-11,-1488,H(.),HNO,,H2,NO,,200,2
5302,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=2004NGU/ZHA94-99:2,2,2.35,-11,-2070,H(.),HNO,,H2,NO,,200,2
5303,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1992SOT/PAG7287-7296:1,2,4.48,-11,-2735,H(.),HNO,,H2,NO,,200,2
5304,2919,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C24C7BFEE1E71E28B645AE3383C71AB5?id=1961LAI/WOJ103-113:3,2,8.3,-12,,H(.),HNO,,H2,NO,,883,2
5305,2920,http://kinetics.nist.gov/kinetics/Detail;jsessionid=56F06F84F1C19103C739CFB922EED6E7?id=2011HAM/CAN6664-6674:1,2,1.59,-14,-18300,H(.),HIO,,H2,IO,,300,2
5306,2921,http://kinetics.nist.gov/kinetics/Detail;jsessionid=804E5DEAE54084CA8DD2EB5A8840FDCE?id=1988UME/NAK259:3,2,1.2,-11,,H(.),DI,,HD,I,,"297
 
K",2
5307,2922,http://kinetics.nist.gov/kinetics/Detail;jsessionid=34AF348FD806FF28C6FB7C5F6BC5134D?id=2002MAC/BAC10825-10830:3,2,2.09,-11,-36819,H(.),HOPO,,H2O,PO,,1000,2
5308,2922,http://kinetics.nist.gov/kinetics/Detail;jsessionid=34AF348FD806FF28C6FB7C5F6BC5134D?id=2002MAC/BAC10825-10830:4,2,1.35,-11,-34727,H(.),HOPO,,H2O,PO,,1000,2
5309,2923,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7366EC0AFDA7F1984BA1D3AE8FC333CF?id=2002HAW/BAC1533-1541:7,2,2.24,-12,-45187,H(.),HOPO,,H2,PO2,,1000,2
5310,2923,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7366EC0AFDA7F1984BA1D3AE8FC333CF?id=2002HAW/BAC1533-1541:8,2,3.16,-10,-67362,H(.),HOPO,,H2,PO2,,1000,2
5311,2924,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FD93178AD87F7B16A644C5003985F468?id=1986GAR/TRU2876:11,2,8.19,-13,-22449,H(.),HD,,H(.),HD,,200,2
5312,2924,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FD93178AD87F7B16A644C5003985F468?id=1959SHA1359:6,2,1.28,-11,-27687,H(.),HD,,H(.),HD,,200,2
5313,2924,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FD93178AD87F7B16A644C5003985F468?id=1951MEE99:6,2,3.57,-11,-27271,H(.),HD,,H(.),HD,,700,2
5314,2925,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1972NIK/MAI3538:3,2,2.31,-11,,H(.),HD,,H2,D,,"1000
 
K",2
5315,2925,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1956BOA/CAR783:5,2,6.14,-13,,H(.),HD,,H2,D,,"1000
 
K",2
5316,2925,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1959SHA1359:5,2,1.15,-11,-25276,H(.),HD,,H2,D,,200,2
5317,2925,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1951MEE99:5,2,5.81,-11,-29932,H(.),HD,,H2,D,,700,2
5318,2925,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1959WES892:4,2,4.4,-1,,H(.),HD,,H2,D,,"1000
 
K",2
5319,2925,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31229E374302376E94847F9BE4576178?id=1986GAR/TRU2876:10,2,,,-366,H(.),HD,,H2,D,,200,2
5320,2926,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C0257BA43777FD1546D9487B9D2896EB?id=1967MAY/SCH837-844:42,2,7.14,-13,-17959,H(.),NBr,,Br(.),NH,,1000,2
5321,2927,http://kinetics.nist.gov/kinetics/Detail;jsessionid=630DF060243C7B36266E2B547D86E837?id=2003SWI/CAT91-101:17,2,1.66,-11,,H(.),AlH,,H2,Al,,500,2
5322,2928,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EA48DDF38891A0BD491D6A7EA8213F78?id=1988ROZ/BED22:2,2,1.5,-13,,H(.),NF,,HF,N,,"300
 
K",2
5323,2928,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EA48DDF38891A0BD491D6A7EA8213F78?id=1980CHE/CLY711:4,2,2.51,-13,,H(.),NF,,HF,N,,"298
 
K",2
5325,2930,http://kinetics.nist.gov/kinetics/Detail;jsessionid=50FE4EC2299F77FAA6AED504BCAF50EA?id=1992LIN/HE489-516:7,2,1.66,-12,,H(.),NHOH,,H2,HNO,,80,2
5326,2931,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1973SCH25-84:31,2,3.01,-11,,H(.),SH,,H2,S,,"295
 
K",2
5327,2931,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1981TIE/WAM80:5,2,1.69,-11,,H(.),SH,,H2,S,,"298
 
K",2
5328,2931,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1979NIC/AMO1868:4,2,2.16,-11,,H(.),SH,,H2,S,,"295
 
K",2
5329,2931,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1975CUP/GLA39:1,2,2.51,-11,,H(.),SH,,H2,S,,"295
 
K",2
5330,2931,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1973BRA/TRU416:3,2,4.15,-11,,H(.),SH,,H2,S,,"298
 
K",2
5331,2931,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1970CUP/GLA3007:3,2,1.3,-10,,H(.),SH,,H2,S,,"295
 
K",2
5332,2931,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CC3FA4748A685C86D0B3A32D922781?id=1972LAN/OLD1550:1,2,1.1,-11,,H(.),SH,,H2,S,,"293
 
K",2
5334,2933,http://kinetics.nist.gov/kinetics/Detail;jsessionid=87931A612704E12E68890C41FD134CB2?id=2002WAL/DAT2931-2934:11,2,1.4,-10,-66818,H(.),SiHCl,,HCl,SiH,,300,2
5335,2934,http://kinetics.nist.gov/kinetics/Detail;jsessionid=713DEE84C5FAFCB5F0F4C050E9861062?id=2002WAL/DAT2931-2934:9,2,7.37,-12,5063,H(.),SiHCl,,H2,SiCl,,300,2
5336,2935,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D757FFCC3ED301A164FF2DAF6AD5D745?id=1967MAY/SCH837-844:41,2,1.83,-23,-10892,H(.),BrF,,HBr,(.)F,,1000,2
5337,2936,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E291E05117ED328BCADF078EA3A6FD4A?id=1994BYK/FIL1637-1645:12,2,3.8,-1,,H(.),BrF,,HF,Br(.),,"298
 
K",2
5338,2936,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E291E05117ED328BCADF078EA3A6FD4A?id=1967MAY/SCH837-844:40,2,1.34,-12,-12139,H(.),BrF,,HF,Br(.),,1000,2
5340,2938,http://kinetics.nist.gov/kinetics/Detail;jsessionid=16DFA058A1F7B529FEB87735F6275702?id=2013RAG/LEE1735-1746:3,3,1.58,-32,-9628,H(.),SiH2,,SiH3,,,300,3
5341,2938,http://kinetics.nist.gov/kinetics/Detail;jsessionid=16DFA058A1F7B529FEB87735F6275702?id=2013RAG/LEE1735-1746:8,2,4.71,-10,-698,H(.),SiH2,,SiH3,,,300,2
5342,2939,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5631071BDB0C2DDA0DA779C51E7965AE?id=2013RAG/LEE1735-1746:12,2,3.34,-11,-831,H(.),SiH2,,H2,SiH,,300,2
5343,2939,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5631071BDB0C2DDA0DA779C51E7965AE?id=2013RAG/LEE1735-1746:16,2,2.87,-8,-15373,H(.),SiH2,,H2,SiH,,1000,2
5344,2939,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5631071BDB0C2DDA0DA779C51E7965AE?id=2013RAG/LEE1735-1746:17,2,7.38,-10,-1904,H(.),SiH2,,H2,SiH,,300,2
5345,2940,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ED86B0BC6F9CDC570BF58747E83FB480?id=1990KOS/TAM235-240:3,2,2.06,-14,,H(.),SiH2F2,,H2,HF2Si,,"293
 
K",2
5346,2940,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ED86B0BC6F9CDC570BF58747E83FB480?id=2001ZHA/WAN4280-4285:2,2,1.12,-12,-9168,H(.),SiH2F2,,H2,HF2Si,,300,2
5347,2941,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:8,2,5.44,-14,,H(.),Ge2H6,,GeH4,GeH3,,"298
 
K",2
5348,2941,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:9,2,5.43,-12,,H(.),Ge2H6,,GeH4,GeH3,,"500
 
K",2
5349,2941,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:12,2,3.21,-9,,H(.),Ge2H6,,GeH4,GeH3,,"2000
 
K",2
5350,2941,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:13,2,9.64,-9,,H(.),Ge2H6,,GeH4,GeH3,,"3000
 
K",2
5352,2941,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:10,2,2.59,-10,,H(.),Ge2H6,,GeH4,GeH3,,"1000
 
K",2
5353,2941,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6ED86F47B690391B09EFDFA6A007FCF?id=2003ZHA/GU289-294:11,2,9.96,-10,,H(.),Ge2H6,,GeH4,GeH3,,"1400
 
K",2
5354,2942,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F7DC7C185AE72A44C4B2D83AAB0725C9?id=1977AUS/LAM1134:29,2,1.6,-11,,H(.),Ge2H6,,Other Products,H2,,"305
 
K",2
5355,2942,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F7DC7C185AE72A44C4B2D83AAB0725C9?id=1977AUS/LAM1134:30,2,1.9,1,,H(.),Ge2H6,,Other Products,H2,,"305
 
K",2
5357,2943,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:4,2,2.3,-11,,H(.),Ge2H6,,Ge2H5,H2,,"500
 
K",2
5358,2943,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:3,2,9,-12,,H(.),Ge2H6,,Ge2H5,H2,,"298
 
K",2
5359,2943,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:5,2,9.95,-11,,H(.),Ge2H6,,Ge2H5,H2,,"1000
 
K",2
5360,2943,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:6,2,2.77,-10,,H(.),Ge2H6,,Ge2H5,H2,,"1600
 
K",2
5361,2943,http://kinetics.nist.gov/kinetics/Detail;jsessionid=19BBF921EBF59CEBA86452D6764E4678?id=2003ZHA/GU289-294:7,2,4.47,-10,,H(.),Ge2H6,,Ge2H5,H2,,"2000
 
K",2
5362,2944,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DE74653786A4D250500ECA0A2D84AD90?id=1995DUD/AVE66-67:1,2,3.01,-11,,H(.),(E)-N2F2,,HF,N2,(.)F,"298
 
K",2
5363,2945,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7AF00AD1CA55A9777C6A50A16092D9E4?id=2013RAG/LEE1735-1746:5,3,6.62,-33,-2943,H(.),SiH,,SiH2,,,300,3
5364,2945,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7AF00AD1CA55A9777C6A50A16092D9E4?id=2013RAG/LEE1735-1746:10,2,4.44,-11,-432,H(.),SiH,,SiH2,,,300,2
5365,2946,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1A2740E493B856B83EDF14E07755DFA5?id=2013RAG/LEE1735-1746:13,2,1.45,-11,,H(.),SiH,,H2,Si,,300,2
5366,2946,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1A2740E493B856B83EDF14E07755DFA5?id=2013RAG/LEE1735-1746:20,2,2.76,-10,-2486,H(.),SiH,,H2,Si,,300,2
5367,2946,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1A2740E493B856B83EDF14E07755DFA5?id=2013RAG/LEE1735-1746:21,2,1.08,-9,-7608,H(.),SiH,,H2,Si,,1000,2
5368,2946,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1A2740E493B856B83EDF14E07755DFA5?id=2013RAG/LEE1735-1746:18,2,3.03,-12,-3118,H(.),SiH,,H2,Si,,300,2
5369,2947,http://kinetics.nist.gov/kinetics/Detail;jsessionid=412FA6095A3A89F75CE6A8A3477E896D?id=2013RAG/LEE1735-1746:19,2,6.6,-11,-1853,H(.),SiH,,Si(1D),H2,,300,2
5370,2948,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7425844BD4FDC10A4DBDA1FEFBD032D0?id=2005CAR/ROD2356-2363:3,2,4.02,-10,-226603,H(.),NH,,H(.),N,N,4000,2
