RecordID,RID,RecordType,Squib,PaperDetails,Temperature,FrequencyFactor,TemperatureRatioExponent,ActivationEnergy,RateConstant,ReactionOrder
56042,23061,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3DC8FFB81EFCF03A61EFC39372DA3CCC?id=2014SUN/ZHA2288:9,"Theoretical study on the reaction mechanism of carbaryl with OH radicals, Sun, S. M.; Zhang, K.; Lu, Y.; Wang, A. H.; Zhang, H. J. Mol. Model. 20, 2288 (2014)",200 - 800,1.08E-13,2.45,-2726.0,3.25E-13,2.0
56043,23062,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=705BC70600BAA4653AA2FDDEF69D843D?id=2014SUN/ZHA2288:10,"Theoretical study on the reaction mechanism of carbaryl with OH radicals, Sun, S. M.; Zhang, K.; Lu, Y.; Wang, A. H.; Zhang, H. J. Mol. Model. 20, 2288 (2014)",200 - 800,1.83E-14,2.99,-4205.0,1E-13,2.0
56044,23063,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FC503D51625484EEE2B25484B1D3D001?id=2014SUN/ZHA2288:11,"Theoretical study on the reaction mechanism of carbaryl with OH radicals, Sun, S. M.; Zhang, K.; Lu, Y.; Wang, A. H.; Zhang, H. J. Mol. Model. 20, 2288 (2014)",200 - 800,5.86E-13,1.17,108.0,5.61E-13,2.0
56102,23101,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1BFEE0C62A2E4CBAB61132747926E7C?id=2009LIU/WAN2194-2204:4,"CH<sub>3</sub>NHNH<sub>2</sub> + OH Reaction: Mechanism and Dynamics Studies, Liu, H.X.; Wang, Y.; Yang, L.; Liu, J.Y.; Gao, H.; Li, Z.S.; Sun, C.C. J. Comput. Chem. 30, 2194 (2009)",200 - 1000,1.50E-14,4.03,-11700.0,1.71E-12,2.0
56105,23103,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=13C045DA7261C83BFF8CDDF5FCAFDE38?id=2012SUN/ZHA5045-5056:1,"Gas-Phase Kinetics Study of Reaction of OH Radical with CH3NHNH2 by Second-Order Multireference Perturbation Theory, Sun, H.Y.; Zhang, P.; Law, C.K. J. Phys. Chem. A 116, 5045 (2012)",200 - 2500,5.39E-13,1.3,-9364.0,2.36E-11,2.0
56108,23105,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=60AEF54A4BC0F4AC93BF269D37344923?id=2012SUN/ZHA5045-5056:4,"Gas-Phase Kinetics Study of Reaction of OH Radical with CH3NHNH2 by Second-Order Multireference Perturbation Theory, Sun, H.Y.; Zhang, P.; Law, C.K. J. Phys. Chem. A 116, 5045 (2012)",200 - 2500,1.97E-13,2.96,949.0,1.34E-13,2.0
56110,23106,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1F6A6F94414B72DC8084B7A7DCD57190?id=2012SUN/ZHA5045-5056:3,"Gas-Phase Kinetics Study of Reaction of OH Radical with CH3NHNH2 by Second-Order Multireference Perturbation Theory, Sun, H.Y.; Zhang, P.; Law, C.K. J. Phys. Chem. A 116, 5045 (2012)",200 - 2500,7.54E-14,2.43,-11200.0,6.84E-12,2.0
56111,23107,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=63793C5FC14087561F6E8E8CF324559A?id=2012SUN/ZHA5045-5056:2,"Gas-Phase Kinetics Study of Reaction of OH Radical with CH3NHNH2 by Second-Order Multireference Perturbation Theory, Sun, H.Y.; Zhang, P.; Law, C.K. J. Phys. Chem. A 116, 5045 (2012)",200 - 2500,1.22E-12,1.91,-8749.0,4.18E-11,2.0
56156,23132,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A7D9A8B3C46282E1818FAEE636A8998C?id=1995MEL/TET791-805:1,"Kinetics of OH radical reactions with a series of ethers, Mellouki, A.; Teton, S.; LeBras, G. Int. J. Chem. Kinet. 27, 791 (1995)",230 - 371,9.07E-13,2,-6627.0,1.32E-11,2.0
56168,23132,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A7D9A8B3C46282E1818FAEE636A8998C?id=2009ZAV/ALV13913-13920:4,"OH Radical Gas Phase Reactions with Aliphatic Ethers: A Variational Transition State Theory Study, Zavala-Oseguera, C.; Alvarez-Idaboy, J.R.; Merino, G.; Galano, A. J. Phys. Chem. A 113, 13913 (2009)",280 - 400,2.07E-12,2.26,-4686.0,1.37E-11,2.0
56241,23172,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=52BE0427BF2C4462BC7C5208942A76B4?id=2009TZE/CHE6314-6325:2,"Kinetics and Mechanism of the CN plus NCO -> NCN plus CO Reaction Studied by Experiment and Theory, Tzeng, S.Y.; Chen, P.H.; Wang, N.S.; Lee, L.C.; Xu, Z.F.; Lin, M.C. J. Phys. Chem. A 113, 6314 (2009)",200 - 1000,5.18E-11,0.16,540.0,4.16E-11,2.0
56260,23177,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0F687537E826FEB783BE988365ACEA97?id=2003AND/MAR5439-5447:5,"Computational studies of the kinetics of the C+NO and O+CN reactions, Andersson, S.; Markovic, N.; Nyman, G. J. Phys. Chem. A 107, 5439 (2003)",5.00 - 400,1.42E-10,0.13,44.07,1.39E-10,2.0
56333,23207,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=131CEC59141478FE8446568875523658?id=1993KLI/KIM5790-5799:1,"Variational statistical study of the CN+O<sub>2</sub> reaction employing ab initio determined properties for the transition state, Klippenstein, S.J.; Kim, Y-W. J. Chem. Phys. 99, 5790 (1993)",50.00 - 3000,9.53E-12,0.18,-807.0,1.32E-11,2.0
56367,23212,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5C39DB634B8460F3BC8A83D0ECF17731?id=1990SUN/YAN4730-4739:2,"Experimental and reduced dimensionality quantum rate coefficients for H<sub>2</sub>(D<sub>2</sub>)+CN??H(D)CN+H(D), Sun, Q.; Yang, D.L.; Wang, N.S.; Bowman, J.M.; Lin, M.C. J. Chem. Phys. 93, 4730 (1990)",252 - 740,9.23E-14,3.79,5754.0,9.05E-15,2.0
56368,23212,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5C39DB634B8460F3BC8A83D0ECF17731?id=1988SIM/SMI565:2,"Rate constants for the reactions CN(v=O), CN(v=1)+H<sub>2</sub>,D<sub>2</sub>??HCN, DCN+H,D between 295 and 768 K, and comparisons with transition state theory calculations, Sims, I.R.; Smith, I.W.M. Chem. Phys. Lett. 149, 565 (1988)",296 - 764,7.89E-13,2.2,11100.0,9.09E-15,2.0
56409,23227,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B99D58BFD31AC500A41E9860B519BBBD?id=1989HES/DUR6402-6407:5,"Kinetis study of the reactions of CN with ethane and propane, Hess, W.P.; Durant, J.L., Jr.; Tully, F.P. J. Phys. Chem. 93, 6402 (1989)",298 - 736,5.73E-12,0.52,2744.0,1.89E-12,2.0
56414,23232,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=37524CA2CA2D54435D1506FD84481710?id=1989HES/DUR6402-6407:4,"Kinetis study of the reactions of CN with ethane and propane, Hess, W.P.; Durant, J.L., Jr.; Tully, F.P. J. Phys. Chem. 93, 6402 (1989)",294 - 736,6.38E-12,1.57,-1921.0,1.38E-11,2.0
56422,23239,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0B71758C11C3F97F3A244B9307A13817?id=1994BAU/COB847-1033:6,"Evaluated kinetic data for combusion modelling. Supplement I, Baulch, D.L.; Cobos, C.J.; Cox, R.A.; Frank, P.; Hayman, G.; Just, Th.; Kerr, J.A.; Murrells, T.; Pilling, M.J.; Troe, J.; Walker, R.W.; Warnatz, J. J. Phys. Chem. Ref. Data 23, 847 (1994)",200 - 3500,4.04E-13,2.87,6818.0,2.58E-14,2.0
56428,23239,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0B71758C11C3F97F3A244B9307A13817?id=1990SUN/YAN4730-4739:1,"Experimental and reduced dimensionality quantum rate coefficients for H<sub>2</sub>(D<sub>2</sub>)+CN??H(D)CN+H(D), Sun, Q.; Yang, D.L.; Wang, N.S.; Bowman, J.M.; Lin, M.C. J. Chem. Phys. 93, 4730 (1990)",209 - 740,3.45E-13,3.31,6286.0,2.73E-14,2.0
56430,23239,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0B71758C11C3F97F3A244B9307A13817?id=1989ATA/JAC449-453:1,"Kinetic studies of the gas- phase reactions of CN with O<sub>2</sub> and H<sub>2</sub> from 294 to 1000K, Atakan, B.; Jacobs, A.; Wahl, M.; Weller, R.; Wolfrum, J. Chem. Phys. Lett. 154, 449 (1989)",294 - 1000,5.93E-13,2.45,9312.0,1.38E-14,2.0
56431,23239,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0B71758C11C3F97F3A244B9307A13817?id=1988SIM/SMI565:1,"Rate constants for the reactions CN(v=O), CN(v=1)+H<sub>2</sub>,D<sub>2</sub>??HCN, DCN+H,D between 295 and 768 K, and comparisons with transition state theory calculations, Sims, I.R.; Smith, I.W.M. Chem. Phys. Lett. 149, 565 (1988)",295 - 768,2.41E-12,1.6,11100.0,2.68E-14,2.0
56452,23239,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0B71758C11C3F97F3A244B9307A13817?id=1986WAG/BAI473:1,"An Ab Initio Determination of the Rate Constant for H<sup>2</sup> + CN->H + HCN, Wagner, A.F.; Bair, R.A. Int. J. Chem. Kinet. 18, 473 (1986)",250 - 3500,5.65E-12,2.45,9395.0,1.27E-13,2.0
56457,23243,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=916BB5AD8F6029F4A89D41CE7723A913?id=1992YAN/YU317-325:3,"CN radical reactions with selected olefins in the temperature range 174-740 K, Yang, D.L.; Yu, T.; Wang, N.S.; Lin, M.C. Chem. Phys. 160, 317 (1992)",174 - 740,1.00E-09,-0.82,1896.0,4.66E-10,2.0
56462,23247,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=090A894506B6E60E3488BB8D12B794E3?id=1993YAN/YU271-280:2,"The reaction of CN with CH<sub>4</sub> and CD<sub>4</sub>: an experimental and theoretical study, Yang, D.L.; Yu, T.; Lin, M.C.; Melius, C.F. Chem. Phys. 177, 271 (1993)",183 - 740,6.58E-13,2.38,3351.0,1.7E-13,2.0
56475,23251,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5798F612054F1C9D4D05DD55776A0F40?id=1992YAN/YU307-315:6,"Temperature dependence of cyanogen radical reactions with selected alkanes: CN reactivities towards primary, secondary and tertiary C-H bonds, Yang, D.L.; Yu, T.; Wang, N.S.; Lin, M.C. Chem. Phys. 160, 307 (1992)",203 - 593,4.13E-11,0.61,-1912.0,8.95E-11,2.0
56476,23251,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5798F612054F1C9D4D05DD55776A0F40?id=1992COP/MOH5817-5826:5,"Rate constants for CN reactions with hydrocarbons and the product HCN vibrational populations: examples of heavy-light-heavy abstraction reactions, Copeland, L.R.; Mohammad, F.; Zahedi, M.; Volman, D.H.; Jackson, W.M. J. Chem. Phys. 96, 5817 (1992)",276 - 455,6.44E-12,2.5,-6693.0,9.6E-11,2.0
56498,23265,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A8312053D4F1498938AB2F08BCCC1F25?id=1992YAN/YU222-226:2,"CN radical reactions with hydrogen cyanide and cyanogen: comparison of theory and experiment, Yang, D.L.; Yu, T.; Lin, M.C.; Melius, C.F. J. Chem. Phys. 97, 222 (1992)",268 - 740,1.05E-14,2.7,2702.0,3.53E-15,2.0
56536,23286,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=301B8E696466F42927DBD519F7851C00?id=1993YU/YAN1053-1064:2,"Kinetics of CN radical reactions with formaldehyde and 1,3,5-trioxane, Yu, T.; Yang, D.L.; Lin, M.C. Int. J. Chem. Kinet. 25, 1053 (1993)",297 - 600,4.82E-13,4.26,-11100.0,4.18E-11,2.0
56549,23296,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=121D881C67146350836E3D1F25585E19?id=1992YAN/YU307-315:5,"Temperature dependence of cyanogen radical reactions with selected alkanes: CN reactivities towards primary, secondary and tertiary C-H bonds, Yang, D.L.; Yu, T.; Wang, N.S.; Lin, M.C. Chem. Phys. 160, 307 (1992)",177 - 739,3.25E-12,1.89,-5986.0,3.65E-11,2.0
56550,23297,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DB66D571E499F8F2DA8FEE90F99A25C1?id=1992YAN/YU307-315:4,"Temperature dependence of cyanogen radical reactions with selected alkanes: CN reactivities towards primary, secondary and tertiary C-H bonds, Yang, D.L.; Yu, T.; Wang, N.S.; Lin, M.C. Chem. Phys. 160, 307 (1992)",177 - 739,2.67E-11,1.16,-3259.0,9.96E-11,2.0
56551,23298,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BE8875F223AD078A9AE384F4265F2A01?id=1992YU/YAN449-453:1,"Kinetics of CN radical reactions with selected cycloalkanes: CN reactivity towards secondary C-H bonds, Yu, T.; Yang, D.L.; Lin, M.C. Chem. Phys. 162, 449 (1992)",297 - 740,6.48E-12,1.5,-1447.0,1.16E-11,2.0
56559,23305,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=45BA2A642BCF62393940701834AA11C1?id=1989HES/DUR6402-6407:3,"Kinetis study of the reactions of CN with ethane and propane, Hess, W.P.; Durant, J.L., Jr.; Tully, F.P. J. Phys. Chem. 93, 6402 (1989)",298 - 736,2.37E-12,1.14,-2361.0,6.16E-12,2.0
56562,23306,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A53F34B193676AAE70D15FDD65E213A6?id=1989HES/DUR6402-6407:2,"Kinetis study of the reactions of CN with ethane and propane, Hess, W.P.; Durant, J.L., Jr.; Tully, F.P. J. Phys. Chem. 93, 6402 (1989)",298 - 736,8.02E-12,0.56,-2711.0,2.39E-11,2.0
56563,23306,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A53F34B193676AAE70D15FDD65E213A6?id=1992YAN/YU307-315:3,"Temperature dependence of cyanogen radical reactions with selected alkanes: CN reactivities towards primary, secondary and tertiary C-H bonds, Yang, D.L.; Yu, T.; Wang, N.S.; Lin, M.C. Chem. Phys. 160, 307 (1992)",174 - 739,4.90E-12,1.17,-3658.0,2.14E-11,2.0
56565,23307,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=57CC5B3B739881E49A24B8458C09CCB5?id=1992YAN/YU307-315:2,"Temperature dependence of cyanogen radical reactions with selected alkanes: CN reactivities towards primary, secondary and tertiary C-H bonds, Yang, D.L.; Yu, T.; Wang, N.S.; Lin, M.C. Chem. Phys. 160, 307 (1992)",174 - 739,2.14E-11,1.19,-3143.0,7.62E-11,2.0
56566,23307,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=57CC5B3B739881E49A24B8458C09CCB5?id=1992COP/MOH5817-5826:3,"Rate constants for CN reactions with hydrocarbons and the product HCN vibrational populations: examples of heavy-light-heavy abstraction reactions, Copeland, L.R.; Mohammad, F.; Zahedi, M.; Volman, D.H.; Jackson, W.M. J. Chem. Phys. 96, 5817 (1992)",279 - 433,1.57E-11,0.5,-3758.0,7.16E-11,2.0
56567,23307,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=57CC5B3B739881E49A24B8458C09CCB5?id=1991BAL/CAS8694-8701:3,"Absolute rate constants for the reaction of CN with CH<sub>4</sub>, C<sub>2</sub>H<sub>6</sub>, and C<sub>3</sub>H<sub>8</sub> from 292 to 1500 K using high-temperature photochemistry and diode laser absorption, Balla, R.J.; Casleton, K.H.; Adams, J.S.; Pasternack, L. J. Phys. Chem. 95, 8694 (1991)",292 - 1270,2.09E-11,1.22,-3326.0,8.01E-11,2.0
56568,23307,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=57CC5B3B739881E49A24B8458C09CCB5?id=1991ATA/WOL547-552:3,"Kinetic studies of the reactions of CN radicals with alkanes in the temperature range between 294 and 1260 K, Atakan, B.; Wolfrum, J. Chem. Phys. Lett. 186, 547 (1991)",294 - 721,3.67E-11,0.8,-906.0,5.29E-11,2.0
56580,23312,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3AD32512B587E0FDAE9DF0386F3AFBD5?id=1992YAN/YU222-226:1,"CN radical reactions with hydrogen cyanide and cyanogen: comparison of theory and experiment, Yang, D.L.; Yu, T.; Lin, M.C.; Melius, C.F. J. Chem. Phys. 97, 222 (1992)",297 - 740,4.25E-13,1.71,6402.0,3.21E-14,2.0
56598,23319,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A3B8E36DF3F52A868B37A6FAA8B9DA8A?id=1992YAN/YU317-325:2,"CN radical reactions with selected olefins in the temperature range 174-740 K, Yang, D.L.; Yu, T.; Wang, N.S.; Lin, M.C. Chem. Phys. 160, 317 (1992)",187 - 740,2.47E-10,-0.55,33.26,2.44E-10,2.0
56612,23324,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C11200520E0D1C3CFC6E97CF894B207?id=2013SAI/KAL124308:2,"High temperature reaction kinetics of CN(v=0) with C2H4 and C2H6 and vibrational relaxation of CN(v=1) with Ar and He, Saidani, G.; Kalugina, Y.; Gardez, A.; Biennier, L.; Georges, R.; Lique, F. J. Chem. Phys. 138, 124308 (2013)",298 - 1116,6.00E-11,0.65,-3334.0,2.3E-10,2.0
56618,23324,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C11200520E0D1C3CFC6E97CF894B207?id=1992YAN/YU317-325:1,"CN radical reactions with selected olefins in the temperature range 174-740 K, Yang, D.L.; Yu, T.; Wang, N.S.; Lin, M.C. Chem. Phys. 160, 317 (1992)",181 - 740,1.41E-10,-0.04,-1330.0,2.41E-10,2.0
56625,23326,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01BBACF42E7DBBA347B613E7238182DF?id=2013SAI/KAL124308:1,"High temperature reaction kinetics of CN(v=0) with C2H4 and C2H6 and vibrational relaxation of CN(v=1) with Ar and He, Saidani, G.; Kalugina, Y.; Gardez, A.; Biennier, L.; Georges, R.; Lique, F. J. Chem. Phys. 138, 124308 (2013)",298 - 1116,3.50E-12,2.16,-5188.0,2.84E-11,2.0
56627,23326,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01BBACF42E7DBBA347B613E7238182DF?id=1992YAN/YU307-315:1,"Temperature dependence of cyanogen radical reactions with selected alkanes: CN reactivities towards primary, secondary and tertiary C-H bonds, Yang, D.L.; Yu, T.; Wang, N.S.; Lin, M.C. Chem. Phys. 160, 307 (1992)",185 - 739,1.36E-11,1.26,-1729.0,2.74E-11,2.0
56628,23326,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01BBACF42E7DBBA347B613E7238182DF?id=1992HER/SMI791-802:2,"Rate constants for the elementary reactions between CN radicals and CH<sub>4</sub>, C<sub>2</sub>H<sub>6</sub>, C<sub>2</sub>H<sub>4</sub>, C<sub>3</sub>H<sub>6</sub>, and C<sub>2</sub>H<sub>2</sub> in the range: 295 ? T/K ? 700, Herbert, L.; Smith, I.W.M.; Spencer-Smith, R.D. Int. J. Chem. Kinet. 24, 791 (1992)",297 - 694,5.60E-12,1.8,-4157.0,3E-11,2.0
56629,23326,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01BBACF42E7DBBA347B613E7238182DF?id=1992COP/MOH5817-5826:2,"Rate constants for CN reactions with hydrocarbons and the product HCN vibrational populations: examples of heavy-light-heavy abstraction reactions, Copeland, L.R.; Mohammad, F.; Zahedi, M.; Volman, D.H.; Jackson, W.M. J. Chem. Phys. 96, 5817 (1992)",279 - 452,6.56E-11,0.2,2503.0,2.39E-11,2.0
56630,23326,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01BBACF42E7DBBA347B613E7238182DF?id=1991BAL/CAS8694-8701:2,"Absolute rate constants for the reaction of CN with CH<sub>4</sub>, C<sub>2</sub>H<sub>6</sub>, and C<sub>3</sub>H<sub>8</sub> from 292 to 1500 K using high-temperature photochemistry and diode laser absorption, Balla, R.J.; Casleton, K.H.; Adams, J.S.; Pasternack, L. J. Phys. Chem. 95, 8694 (1991)",292 - 1140,1.43E-12,2.77,-7483.0,2.92E-11,2.0
56631,23326,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01BBACF42E7DBBA347B613E7238182DF?id=1991ATA/WOL547-552:2,"Kinetic studies of the reactions of CN radicals with alkanes in the temperature range between 294 and 1260 K, Atakan, B.; Wolfrum, J. Chem. Phys. Lett. 186, 547 (1991)",294 - 984,1.79E-12,2.7,-6735.0,2.72E-11,2.0
56632,23326,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01BBACF42E7DBBA347B613E7238182DF?id=1989HES/DUR6402-6407:1,"Kinetis study of the reactions of CN with ethane and propane, Hess, W.P.; Durant, J.L., Jr.; Tully, F.P. J. Phys. Chem. 93, 6402 (1989)",294 - 736,1.15E-11,1.29,-2137.0,2.73E-11,2.0
56642,23327,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0577F63000990128E4D79E9140E51A5A?id=1994BAU/COB847-1033:5,"Evaluated kinetic data for combusion modelling. Supplement I, Baulch, D.L.; Cobos, C.J.; Cox, R.A.; Frank, P.; Hayman, G.; Just, Th.; Kerr, J.A.; Murrells, T.; Pilling, M.J.; Troe, J.; Walker, R.W.; Warnatz, J. J. Phys. Chem. Ref. Data 23, 847 (1994)",290 - 1500,5.11E-13,2.64,-1247.0,8.46E-13,2.0
56644,23327,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0577F63000990128E4D79E9140E51A5A?id=1993YAN/YU271-280:1,"The reaction of CN with CH<sub>4</sub> and CD<sub>4</sub>: an experimental and theoretical study, Yang, D.L.; Yu, T.; Lin, M.C.; Melius, C.F. Chem. Phys. 177, 271 (1993)",183 - 740,3.14E-12,1.53,4190.0,5.78E-13,2.0
56646,23327,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0577F63000990128E4D79E9140E51A5A?id=1992HER/SMI791-802:1,"Rate constants for the elementary reactions between CN radicals and CH<sub>4</sub>, C<sub>2</sub>H<sub>6</sub>, C<sub>2</sub>H<sub>4</sub>, C<sub>3</sub>H<sub>6</sub>, and C<sub>2</sub>H<sub>2</sub> in the range: 295 ? T/K ? 700, Herbert, L.; Smith, I.W.M.; Spencer-Smith, R.D. Int. J. Chem. Kinet. 24, 791 (1992)",296 - 698,7.01E-13,2.3,-133.0,7.39E-13,2.0
56648,23327,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0577F63000990128E4D79E9140E51A5A?id=1991BAL/CAS8694-8701:1,"Absolute rate constants for the reaction of CN with CH<sub>4</sub>, C<sub>2</sub>H<sub>6</sub>, and C<sub>3</sub>H<sub>8</sub> from 292 to 1500 K using high-temperature photochemistry and diode laser absorption, Balla, R.J.; Casleton, K.H.; Adams, J.S.; Pasternack, L. J. Phys. Chem. 95, 8694 (1991)",292 - 1500,3.40E-13,2.64,-1829.0,7.12E-13,2.0
56649,23327,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0577F63000990128E4D79E9140E51A5A?id=1991ATA/WOL547-552:1,"Kinetic studies of the reactions of CN radicals with alkanes in the temperature range between 294 and 1260 K, Atakan, B.; Wolfrum, J. Chem. Phys. Lett. 186, 547 (1991)",298 - 1270,7.07E-13,2.64,-649.0,9.19E-13,2.0
56712,23352,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D6D33B5F55A44D4945E81EE6F1420C9D?id=2013BRU/TWA4181-4193:7,"Theoretical study of the kinetics of chlorine atom abstraction from chloromethanes by atomic chlorine, Brudnik, K.; Twarda, M.; Sarzynski, D.; Jodkowski, J. T. J. Mol. Model. 19, 4181 (2013)",200 - 3000,1.50E-10,0.58,64800.0,6.67E-22,2.0
56732,23361,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=54F0D0C6CA85CF9AA9FCE79A8F7E0956?id=2002SHE/LI12292-12298:1,"Ab initio direct dynamics studies on the reactions of H atoms with CCl<sub>4</sub> and CHCl<sub>3</sub>, Sheng, L.; Li, Z.-S.; Liu, J.-Y.; Xiao, J.-F.; Sun, C.-C. J. Phys. Chem. A 106, 12292 (2002)",200 - 5000,7.98E-12,1.43,19700.0,2.76E-15,2.0
56733,23361,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=54F0D0C6CA85CF9AA9FCE79A8F7E0956?id=2001BRY/SLA3107-3122:7,"Kinetics of Reactions of H Atoms with Methane and Chlorinated Methanes, Bryukov, M.G.; Slagle, I.R.; Knyazev, V.D. J. Phys. Chem. A 105, 3107 (2001)",298 - 3000,8.10E-12,1.8,17100.0,8E-15,2.0
56823,23399,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=47BA5C160980E907E523255B5BA3E861?id=2013DU/ZHA6883-6892:1,"Theoretical Study on the Water-Assisted Reaction of NCO with HCHO, Du, B. N.; Zhang, W. C. J. Phys. Chem. A 117, 6883 (2013)",220 - 769,2.25E-13,2.4,-4935.0,1.65E-12,2.0
56824,23399,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=47BA5C160980E907E523255B5BA3E861?id=2009SUN/HUA394-400:1,"Direct Dynamic Study on the Hydrogen Abstraction Reaction of H<sub>2</sub>CO with NCO, Sun, H.; Huang, X.R.; Pan, X.M.; Wang, R.S.; Sun, C.C. Int. J. Chem. Kinet. 41, 394 (2009)",200 - 2000,3.52E-13,2.51,-2532.0,9.79E-13,2.0
56825,23400,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D622B32330AF82F0D8C943AD2E2D6050?id=1995CHA/WAN431-437:2,"Rates of the reactions CN + H<sub>2</sub>CO and NCO + H<sub>2</sub>CO in the temperature range 294-769 K, Chang, Y-W.; Wang, N.S. Chem. Phys. 200, 431 (1995)",294 - 769,7.85E-13,1.71,-1646.0,1.53E-12,2.0
56827,23402,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EF78AE257208E4D1E294650EE93CD9A0?id=1992BAU/COB411-429:9,"Evaluated kinetic data for combustion modelling, Baulch, D.L.; Cobos, C.J.; Cox, R.A.; Esser, C.; Frank, P.; Just, Th.; Kerr, J.A.; Pilling, M.J.; Troe, J.; Walker, R.W.; Warnatz, J. J. Phys. Chem. Ref. Data 21, 411 (1992)",250 - 2200,1.78E-11,0.57,11600.0,1.67E-13,2.0
56856,23408,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A44A0A60D528B9E294AA2E034EF5A864?id=2006TIA/WEI11145-11150:2,"Ab initio/density functional theory and multichannel RRKM study for the ClO + CH<sub>2</sub>O reaction, Tian, Y.;Wei, W.M.;Tian, Z.M.;Yang, H.Y.;He, T.J.;Liu, F.C.;Chen, D.M. J. Phys. Chem. A 110, 11145 (2006)",200 - 2000,9.12E-12,0.6,25100.0,3.68E-16,2.0
56860,23409,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F7AC23ABAAE9D496844CE19E4A37EF28?id=2006TIA/WEI11145-11150:1,"Ab initio/density functional theory and multichannel RRKM study for the ClO + CH<sub>2</sub>O reaction, Tian, Y.;Wei, W.M.;Tian, Z.M.;Yang, H.Y.;He, T.J.;Liu, F.C.;Chen, D.M. J. Phys. Chem. A 110, 11145 (2006)",200 - 2000,1.07E-11,0.79,24900.0,4.55E-16,2.0
