RecordID,RID,RecordType,Squib,PaperDetails,Temperature,FrequencyFactor,TemperatureRatioExponent,ActivationEnergy,RateConstant,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3
47161,20231,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E611010AD407ABA8124D0857FD7EAC2C?id=2009ZHA/LI38-43:1,"Ab initio and kinetics study of hydrogen abstraction from 1,1-difluoroethane by hydroxyl radical, Zhang, L.L.; Li, S.J. J. Mol. Struct. Theochem 901, 38 (2009)",200 - 1000,2.34E-14,3.56,-1156.0,3.73e-14,2.0,2.34,-14,1156,CH3CHF2,,,H2O,CH3CF2,
47162,20231,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E611010AD407ABA8124D0857FD7EAC2C?id=2005TAG/PAR8158-8167:1,"Theoretical investigation of the hydrogen abstraction reaction of the OH radical with CH<sub>3</sub>CHF<sub>2</sub> (HFC152-a): A dual level direct density functional theory dynamics study, Taghikhani, M.; Parsafar, G.A.; Sabzyan, H. J. Phys. Chem. A 109, 8158 (2005)",200 - 3000,6.97E-14,2.24,10600.0,9.73e-16,2.0,6.97,-14,-10584,CH3CHF2,,,H2O,CH3CF2,
47167,20232,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A423302B419E9E5B5E90F2883920127C?id=1991COH/WES1211-1311:16,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",298 - 2000,3.02E-13,1.6,5155.0,3.77e-14,2.0,3.02,-13,-5155,CH3CHF2,,,Other Products,H2O,
47181,20232,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A423302B419E9E5B5E90F2883920127C?id=2005TAG/PAR8158-8167:3,"Theoretical investigation of the hydrogen abstraction reaction of the OH radical with CH<sub>3</sub>CHF<sub>2</sub> (HFC152-a): A dual level direct density functional theory dynamics study, Taghikhani, M.; Parsafar, G.A.; Sabzyan, H. J. Phys. Chem. A 109, 8158 (2005)",200 - 3000,4.04E-13,2.47,14100.0,1.37e-15,2.0,4.04,-13,-14085,CH3CHF2,,,Other Products,H2O,
47186,20232,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A423302B419E9E5B5E90F2883920127C?id=1987COH/BEN162-170:10,"Transition-state-theory calculations for reactions of OH with haloalkanes, Cohen, N.; Benson, S.W. J. Phys. Chem. 91, 162 (1987)",298 - 2000,3.79E-13,1.6,5072.0,4.89e-14,2.0,3.79,-13,-5072,CH3CHF2,,,Other Products,H2O,
47194,20233,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D6A7DF4FE2B59DB75A725685403E4B3B?id=2003KOZ/ORK2239-2246:3,"An Investigation of the Reactivity of OH with Fluoroethanes:  CH<sub>3</sub>CH<sub>2</sub>F (HFC-161), CH<sub>2</sub>FCH<sub>2</sub>F (HFC-152), and CH<sub>3</sub>CHF<sub>2</sub> (HFC-152a), Kozlov, S.N.; Orkin, V.L.; Kurylo, M.J. J. Phys. Chem. A 107, 2239 (2003)",210 - 480,7.72E-14,3.02,2054.0,3.37e-14,2.0,7.72,-14,-2054,CH3CHF2,,,Products,,
47236,20249,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7AA8F3C4D1A4B5D17C990D40AB118A81?id=1994HRA/ADU231-245:2,"High-temperature photochemistry (HTP) studies of the reactions of ground state oxygen atoms with chloro-ethylenes, Hranisavljevic, J.; Adusei, G.Y.; Xun, Y.; Fontijn, A. Combust. Sci. Technol. 101, 231 (1994)",295 - 1220,1.20E-12,1.32,2228.0,4.88e-13,2.0,1.2,-12,-2228,CH2=CCl2,,,Products,,
47289,20268,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EE712715C0C2E9F6561AF297FDCCE841?id=1991COH/WES1211-1311:15,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",298 - 2000,3.17E-13,1.6,499.0,2.59e-13,2.0,3.17,-13,-499,CH3CHCl2,,,Other Products,H2O,
47290,20268,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EE712715C0C2E9F6561AF297FDCCE841?id=1992JIA/TAY8964-8966:1,"Laser photolysis/laser-induced fluorescence studies of the reaction of OH with 1,1-dichloroethane over an extended temperature range, Jiang, Z.; Taylor, P.H.; Dellinger, B. J. Phys. Chem. 96, 8964 (1992)",294 - 800,8.29E-14,2.67,-3143.0,2.95e-13,2.0,8.29,-14,3143,CH3CHCl2,,,Other Products,H2O,
47294,20268,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EE712715C0C2E9F6561AF297FDCCE841?id=1987COH/BEN162-170:9,"Transition-state-theory calculations for reactions of OH with haloalkanes, Cohen, N.; Benson, S.W. J. Phys. Chem. 91, 162 (1987)",298 - 2000,3.16E-13,1.6,499.0,2.58e-13,2.0,3.16,-13,-499,CH3CHCl2,,,Other Products,H2O,
47433,20322,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=954F075D0F01AF8A3303E4B548391091?id=1991COH/WES1211-1311:14,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",298 - 2000,0.07,0.1,-19300.0,158.0,2.0,6.55,-2,19290,iso-C4H10,,,tert-C4H9,(.)OH,
47434,20323,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B16C7FB7EB5F26ADE4B4EF78B6FAFC63?id=1991COH/WES1211-1311:13,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",298 - 2000,1.48E-13,3.9,665.0,1.13e-13,2.0,1.48,-13,-665,iso-C4H10,,,Other Products,(.)OH,
47479,20340,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E9B3860671BD7D6D64E03272E3681EE6?id=1963YAN562:5,"Free radical reactions initiated by ionizing radiations. III. Paraffin reactivities in hydrogen atom abstraction reactions, Yang, K. J. Phys. Chem. 67, 562 (1963)",270 - 435,1.14E-11,0.5,19600.0,4.15e-15,2.0,1.14,-11,-19622,iso-C4H10,,,Other Products,H2,
47536,20366,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E8FB6CD25ED87DEB3E76C52947C7C93A?id=1991COH397-417:8,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 1150,2.42E-12,1.8,6070.0,2.09e-13,2.0,2.42,-12,-6070,iso-C4H10,,,iso-C4H9,H2O,
47537,20366,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E8FB6CD25ED87DEB3E76C52947C7C93A?id=1986ATK555:5,"Estimations of OH radical rate constants from H-atom abstraction from C-H and O-H bonds over the temperature range 250-1000K, Atkinson, R. Int. J. Chem. Kinet. 18, 555 (1986)",250 - 1000,1.19E-12,2.0,1887.0,5.55e-13,2.0,1.19,-12,-1887,iso-C4H10,,,iso-C4H9,H2O,
47550,20367,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=817F2ACEB7DDAAA00F777ED62D7E7F54?id=1991COH397-417:7,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 1150,2.14E-13,1.9,-6070.0,2.48e-12,2.0,2.14,-13,6070,iso-C4H10,,,tert-C4H9,H2O,
47551,20367,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=817F2ACEB7DDAAA00F777ED62D7E7F54?id=1986ATK555:4,"Estimations of OH radical rate constants from H-atom abstraction from C-H and O-H bonds over the temperature range 250-1000K, Atkinson, R. Int. J. Chem. Kinet. 18, 555 (1986)",250 - 1000,1.68E-13,2.0,-5912.0,1.82e-12,2.0,1.68,-13,5912,iso-C4H10,,,tert-C4H9,H2O,
47554,20368,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75429D35B0AA6F4E31F9A989EC9C886E?id=2003ATK2233-2307:9,"Kinetics of the gas-phase reactions of OH radicals with alkanes and cycloalkanes, Atkinson, R. Atmos. Chem. Phys. 3, 2233 (2003)",210 - 1150,1.04E-12,2.0,-1771.0,2.12e-12,2.0,1.04,-12,1771,iso-C4H10,,,Other Products,H2O,
47556,20368,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75429D35B0AA6F4E31F9A989EC9C886E?id=1986BAU/BOW465:4,"Evaluated kinetic data for high-temperature reactions. Volume 5. Part 1. Homogeneous gas phase reactions of the hydroxyl radical with alkanes, Baulch, D.L.; Bowers, D.G.; Malcolm, D.G.; Tuckersman, R.T. J. Phys. Chem. Ref. Data 15, 465 (1986)",290 - 750,1.48E-13,3.1,-7150.0,2.65e-12,2.0,1.48,-13,7150,iso-C4H10,,,Other Products,H2O,
47557,20368,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75429D35B0AA6F4E31F9A989EC9C886E?id=1986ATK69:27,"Kinetics and mechanisms of the gas-phase reactions of the hydroxyl radical with organic compounds under atmospheric conditions, Atkinson, R. Chem. Rev. 86, 69 (1986)",250 - 900,8.52E-13,2.0,-2536.0,2.37e-12,2.0,8.52,-13,2536,iso-C4H10,,,Other Products,H2O,
47562,20368,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75429D35B0AA6F4E31F9A989EC9C886E?id=1994TAL/MEL973-990:3,"Kinetics of the reactions of OH with alkanes, Talukdar, R.K.; Melouki, A.; Gierczak, T.; Barone, S.; Chiang, S-Y.; Ravishankara, A.R. Int. J. Chem. Kinet. 26, 973 (1994)",213 - 372,8.29E-13,2.0,-2286.0,2.09e-12,2.0,8.29,-13,2286,iso-C4H10,,,Other Products,H2O,
47565,20368,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75429D35B0AA6F4E31F9A989EC9C886E?id=1986TUL/GOL5932:1,"Hydrogen-atom abstraction from alkanes by OH. 4. Isobutane, Tully, F.P.; Goldsmith, J.E.M.; Droege, A.T. J. Phys. Chem. 90, 5932 (1986)",293 - 864,1.22E-12,1.8,-1455.0,2.2e-12,2.0,1.22,-12,1455,iso-C4H10,,,Other Products,H2O,
47584,20368,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75429D35B0AA6F4E31F9A989EC9C886E?id=1991COH397-417:6,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 1150,2.62E-13,2.7,-5820.0,2.75e-12,2.0,2.62,-13,5820,iso-C4H10,,,Other Products,H2O,
47586,20369,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=82608EB4547EF0F5473DC5D578F234FD?id=2006WIL/HAM3593-3604:1,"Measurement and estimation of rate constants for the reactions of hydroxyl radical with several alkanes and cycloalkanes, Wilson, E.W.; Hamilton, W.A.; Kennington, H.R.; Evans, B.; Scott, N.W.; DeMore, W.B. J. Phys. Chem. A 110, 3593 (2006)",229 - 403,3.18E-12,1.12,1013.0,2.12e-12,2.0,3.18,-12,-1013,iso-C4H10,,,Products,,
47589,20369,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=82608EB4547EF0F5473DC5D578F234FD?id=2009SIV/MIC5047-5060:14,"Rate Constants for OH with Selected Large Alkanes: Shock-Tube Measurements and an Improved Group Scheme, Sivaramakrishnan, R.; Michael, J.V. J. Phys. Chem. A 113, 5047 (2009)",298 - 2000,5.93E-13,2.41,-3168.0,2.13e-12,2.0,5.93,-13,3168,iso-C4H10,,,Products,,
47740,20436,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5CF48DF7651F0EB3A89113EAF610048C?id=2007BRY/VID6197-6203:5,"Temperature-dependent kinetics study of the gas-phase reactions of OH with n- and i-propyl bromide, Bryukov, M.G.; Vidrine, R.G.; Dellinger, B. J. Phys. Chem. A 111, 6197 (2007)",297 - 715,4.25E-14,4.03,-7150.0,7.61e-13,2.0,4.25,-14,7150,iso-C3H7Br,,,Products,,
47741,20436,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5CF48DF7651F0EB3A89113EAF610048C?id=2007BRY/VID6197-6203:4,"Temperature-dependent kinetics study of the gas-phase reactions of OH with n- and i-propyl bromide, Bryukov, M.G.; Vidrine, R.G.; Dellinger, B. J. Phys. Chem. A 111, 6197 (2007)",210 - 480,1.32E-13,3.1,-4332.0,7.61e-13,2.0,1.32,-13,4332,iso-C3H7Br,,,Products,,
47743,20436,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5CF48DF7651F0EB3A89113EAF610048C?id=2007BRY/VID6197-6203:2,"Temperature-dependent kinetics study of the gas-phase reactions of OH with n- and i-propyl bromide, Bryukov, M.G.; Vidrine, R.G.; Dellinger, B. J. Phys. Chem. A 111, 6197 (2007)",297 - 715,3.43E-14,4.18,-7666.0,7.57e-13,2.0,3.43,-14,7666,iso-C3H7Br,,,Products,,
47744,20436,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5CF48DF7651F0EB3A89113EAF610048C?id=2003KOZ/ORK1333-1338:3,"OH Reactivity and UV Spectra of Propane, n-Propyl Bromide, and Isopropyl Bromide, Kozlov, S.N.; Orkin V.L.; Huie, R.E.; Kurylo, M.J. J. Phys. Chem. A 107, 1333 (2003)",210 - 410,1.66E-13,2.95,-3833.0,7.8e-13,2.0,1.66,-13,3833,iso-C3H7Br,,,Products,,
47745,20437,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75EE72915F0F9FC2C96E863602ADCEF9?id=2001HER/GIE4529-4535:6,"Kinetics of the Reactions of OH with Several Alkyl Halides, Herndon, S.C.; Gierczak, T.; Talukdar, R.K.; Ravishankara, A.R. Phys. Chem. Chem. Phys. 3, 4529 (2001)",215 - 402,1.21E-11,0.5,1206.0,7.43e-12,2.0,1.21,-11,-1206,iso-C3H7Br,,,C3H6Br,H2O,
47774,20444,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1B5A2376180CD42664D84A9CCC0821BC?id=2013ORK/KHA3809-3818:2,"Measurements of Rate Constants for the OH Reactions with Bromoform (CHBr3), CHBr2Cl, CHBrCl2, and Epichlorohydrin (C3H5ClO), Orkin, V.L.; Khamaganov, V.G.; Kozlov, S.N.; Kurylo, M.J. J. Phys. Chem. A 117, 3809 (2013)",230 - 370,4.35E-13,0.84,1189.0,2.69e-13,2.0,4.35,-13,-1189,CHBr3,,,CBr3,H2O,
47897,20510,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=024FA2553A11A27D9CA07811F1728AA8?id=2003ATK2233-2307:22,"Kinetics of the gas-phase reactions of OH radicals with alkanes and cycloalkanes, Atkinson, R. Atmos. Chem. Phys. 3, 2233 (2003)",200 - 460,3.74E-13,2.0,3775.0,8.15e-14,2.0,3.74,-13,-3775,Cyclopropane,,,Cyclopropyl,H2O,
47902,20510,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=024FA2553A11A27D9CA07811F1728AA8?id=1992DOB/TUR191-198:2,"Rate constants of the reactions of OH radicals with cyclopropane and cyclobutane, Dobe, S.; Turanyi, T.; Iogansen, A.A.; Berces, T. Int. J. Chem. Kinet. 24, 191 (1992)",298 - 492,6.01E-13,1.5,4332.0,1.05e-13,2.0,6.01,-13,-4332,Cyclopropane,,,Cyclopropyl,H2O,
48044,20544,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=84C406D8CA0AC4853DFAF1CF47901810?id=2005ZHA/SUN316-321:2,"Rate parameters and branching ratios for the multiple-channel reaction of dimethyl sulfide DMS with atomic H, Zhang, Q.Z.; Sun, T.L.; Zhou, X.H.; Wang, W.X. Chem. Phys. Lett. 414, 316 (2005)",200 - 3000,8.34E-12,1.72,18400.0,4.99e-15,2.0,8.34,-12,-18390,(CH3)2S,,,H2,CH3SCH2,
48047,20545,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4FCC5F9123554539CBE053E5B995FF32?id=2005ZHA/SUN316-321:3,"Rate parameters and branching ratios for the multiple-channel reaction of dimethyl sulfide DMS with atomic H, Zhang, Q.Z.; Sun, T.L.; Zhou, X.H.; Wang, W.X. Chem. Phys. Lett. 414, 316 (2005)",200 - 3000,4.81E-12,1.7,9005.0,1.27e-13,2.0,4.81,-12,-9005,(CH3)2S,,,CH3SH,(.)CH3,
48049,20546,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=253F0FB82914AA00F5E87D045E6F71C9?id=2005ZHA/SUN316-321:1,"Rate parameters and branching ratios for the multiple-channel reaction of dimethyl sulfide DMS with atomic H, Zhang, Q.Z.; Sun, T.L.; Zhou, X.H.; Wang, W.X. Chem. Phys. Lett. 414, 316 (2005)",200 - 3000,3.96E-12,2.16,8380.0,1.34e-13,2.0,3.96,-12,-8380,(CH3)2S,,,Products,,
48194,20578,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D47DE916E27BF95FECCDFC1975C569A5?id=2011SAH4263-4269:1,"Quantum Chemical and Theoretical Kinetics Study of the O(P-3) + CS2 Reaction, Saheb, V. J. Phys. Chem. A 115, 4263 (2011)",200 - 2000,1.82E-11,0.54,4210.0,3.32e-12,2.0,1.82,-11,-4210,CS2,,,CS,SO,
48201,20579,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=163C61A1E2EB0B3118AF0E13A7BCFC7B?id=2011SAH4263-4269:3,"Quantum Chemical and Theoretical Kinetics Study of the O(P-3) + CS2 Reaction, Saheb, V. J. Phys. Chem. A 115, 4263 (2011)",200 - 2000,1.68E-11,0.39,33200.0,2.6e-17,2.0,1.68,-11,-33160,CS2,,,CO,S2,
48210,20580,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D68838B63E4E5CABF4FD1120A2192197?id=2011SAH4263-4269:2,"Quantum Chemical and Theoretical Kinetics Study of the O(P-3) + CS2 Reaction, Saheb, V. J. Phys. Chem. A 115, 4263 (2011)",200 - 2000,5.41E-11,0.41,33000.0,8.78e-17,2.0,5.41,-11,-33030,CS2,,,COS,S,
48383,20660,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C26A4A11A206377CDB6AF983DF6ED3A4?id=2009NIL/JOH401-406:1,"Kinetics of the Gas-Phase Reactions of Chlorine Atoms With CH<sub>2</sub>F<sub>2</sub>, CH<sub>3</sub>CCl3, and CF<sub>3</sub>CFH<sub>2</sub> over the Temperature Range 253-553 K, Nilsson, E.JK.; Johnson, M.S.; Nielsen, O.J.; Kaiser, E.W.; Wallington, T.J. Int. J. Chem. Kinet. 41, 401 (2009)",253 - 553,3.55E-15,1.0,8506.0,1.15e-16,2.0,3.55,-15,-8506,CH2F2,,,(.)CHF2,HCl,
48394,20661,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A602F1362C2AC89334601FA97F648E2F?id=1999WAN/HOU201-206:2,"Theoretical Investigation of the Reactions of O(<sup>3</sup>P) with CH<sub>3</sub>F and CH<sub>2</sub>F<sub>2</sub>, Wang, B.; Hou, H.; Gu, Y. Chem. Phys. 247, 201 (1999)",200 - 3000,5.93E-07,2.24,45000.0,7.66e-15,2.0,5.93,-7,-45006,CH2F2,,,(.)CHF2,(.)OH,
48395,20661,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A602F1362C2AC89334601FA97F648E2F?id=1999WAN/HOU201-206:4,"Theoretical Investigation of the Reactions of O(<sup>3</sup>P) with CH<sub>3</sub>F and CH<sub>2</sub>F<sub>2</sub>, Wang, B.; Hou, H.; Gu, Y. Chem. Phys. 247, 201 (1999)",200 - 3000,2.90E-03,5.03,9296.0,6.81e-05,2.0,2.9,-3,-9296,CH2F2,,,(.)CHF2,(.)OH,
48411,20662,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E9263F7D9BE869D4603EC3D95A0625BB?id=2008WAN/LIU154-158:1,"Ab initio direct dynamics studies on the hydrogen abstraction reactions of CF2H<sub>2</sub> and CF<sub>3</sub>H with F atom, Wang, L.; Liu, J.Y.; Li, Z.S. Chem. Phys. 351, 154 (2008)",182 - 2000,4.00E-12,2.1,129.0,3.8e-12,2.0,4.0,-12,-129,CH2F2,,,(.)CHF2,HF,
48412,20663,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D0C38DAF5B632EA96330E298216456DF?id=1999WAN/HOU9049-9054:3,"Ab Initio and Kinetic Calculations for the Reactions of NH(X<sup>3</sup>?<sup>-</sup>) with CH<sub>x</sub>F<sub>4</sub><sub>-</sub><sub>x</sub> and CD<sub>x</sub>F<sub>4</sub><sub>-</sub><sub>x</sub> (x = 1,2,3,4), Wang, B.; Hou, H.; Gu, Y. J. Phys. Chem. A 103, 9049 (1999)",200 - 3000,8.36E-13,2.32,75500.0,4.89e-26,2.0,8.36,-13,-75495,CH2F2,,,(.)CHF2,(.)NH2,
48413,20664,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A6051A808BE63564BE053FE2E7EB12A9?id=1997BER/EHL107-116:4,"A computational study of the reactions of atomic hydrogen with fluoromethanes: kinetics and product channels, Berry, R.J.; Ehlers, C.J.; Burgess, D.R., Jr.; Zachariah, M.R.; Marshall, P. Chem. Phys. Lett. 269, 107 (1997)",298 - 2500,1.55E-11,1.73,148000.0,1.78e-37,2.0,1.55,-11,-147998,CH2F2,,,(.)CH2F,HF,
48416,20665,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=027CE8BA418EA571D458274DC7611D74?id=1997BER/EHL107-116:3,"A computational study of the reactions of atomic hydrogen with fluoromethanes: kinetics and product channels, Berry, R.J.; Ehlers, C.J.; Burgess, D.R., Jr.; Zachariah, M.R.; Marshall, P. Chem. Phys. Lett. 269, 107 (1997)",298 - 2500,4.30E-14,2.69,51600.0,3.8299999999999997e-23,2.0,4.3,-14,-51633,CH2F2,,,H2,(.)CHF2,
48417,20666,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=21207258E5D1CA7B66A3D016012EB3B3?id=1997BER/EHL107-116:2,"A computational study of the reactions of atomic hydrogen with fluoromethanes: kinetics and product channels, Berry, R.J.; Ehlers, C.J.; Burgess, D.R., Jr.; Zachariah, M.R.; Marshall, P. Chem. Phys. Lett. 269, 107 (1997)",298 - 2500,7.79E-20,1.61,214000.0,2.74e-57,2.0,7.79,-20,-213682,CH2F2,,,CH3F,(.)F,
48421,20668,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DCEF0D03B76F0DBDF207CC02CBFCD0FA?id=2007YAN/ZHA1975-1977:3,"Reaction path dynamics and theoretical rate constants calculation for CH<sub>n</sub>F<sub>4</sub><sub>-</sub><sub>n</sub>+O<sub>3</sub> -> HOOO+CH<sub>n</sub><sub>-</sub><sub>1</sub>F<sub>4</sub><sub>-</sub><sub>n</sub>(n=2,3) reactions, Yang, J.; Zhang, S.W.; Li, Q.S. Chem. J. Chin. Univ. 28, 1975 (2007)",200 - 2500,1.76E-20,6.42,128000.0,5.3200000000000005e-43,2.0,1.76,-20,-128472,CH2F2,,,HO3,(.)CHF2,
48422,20668,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DCEF0D03B76F0DBDF207CC02CBFCD0FA?id=2007YAN/ZHA1975-1977:4,"Reaction path dynamics and theoretical rate constants calculation for CH<sub>n</sub>F<sub>4</sub><sub>-</sub><sub>n</sub>+O<sub>3</sub> -> HOOO+CH<sub>n</sub><sub>-</sub><sub>1</sub>F<sub>4</sub><sub>-</sub><sub>n</sub>(n=2,3) reactions, Yang, J.; Zhang, S.W.; Li, Q.S. Chem. J. Chin. Univ. 28, 1975 (2007)",200 - 2500,1.19E-20,6.45,129000.0,3.44e-43,2.0,1.19,-20,-128590,CH2F2,,,HO3,(.)CHF2,
48423,20668,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DCEF0D03B76F0DBDF207CC02CBFCD0FA?id=2006LI/YAN11113-11119:3,"Reaction-path dynamics and theoretical rate constants for the CH<sub>n</sub>F<sub>4</sub><sub>-</sub><sub>n</sub> + O<sub>3</sub> ?rarrow? HOOO + CH<sub>n</sub><sub>-</sub><sub>1</sub>F<sub>4</sub><sub>-</sub><sub>n</sub> (n=2,3) reactions, Li, Q.S.;Yang, J.;Zhang, S.W. AIAA J. 110, 11113 (2006)",200 - 2500,1.76E-20,6.42,128000.0,5.3200000000000005e-43,2.0,1.76,-20,-128472,CH2F2,,,HO3,(.)CHF2,
48424,20668,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DCEF0D03B76F0DBDF207CC02CBFCD0FA?id=2006LI/YAN11113-11119:4,"Reaction-path dynamics and theoretical rate constants for the CH<sub>n</sub>F<sub>4</sub><sub>-</sub><sub>n</sub> + O<sub>3</sub> ?rarrow? HOOO + CH<sub>n</sub><sub>-</sub><sub>1</sub>F<sub>4</sub><sub>-</sub><sub>n</sub> (n=2,3) reactions, Li, Q.S.;Yang, J.;Zhang, S.W. AIAA J. 110, 11113 (2006)",200 - 2500,1.19E-20,6.45,129000.0,3.44e-43,2.0,1.19,-20,-128590,CH2F2,,,HO3,(.)CHF2,
48430,20669,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C1163B41C26E87C07AD8318598CB8EF7?id=1991COH/WES1211-1311:12,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",250 - 2000,7.47E-13,1.7,10700.0,9.85e-15,2.0,7.47,-13,-10726,CH2F2,,,(.)CHF2,H2O,
48431,20669,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C1163B41C26E87C07AD8318598CB8EF7?id=1986ATK69:25,"Kinetics and mechanisms of the gas-phase reactions of the hydroxyl radical with organic compounds under atmospheric conditions, Atkinson, R. Chem. Rev. 86, 69 (1986)",250 - 500,4.48E-13,2.0,9229.0,1.08e-14,2.0,4.48,-13,-9229,CH2F2,,,(.)CHF2,H2O,
48443,20669,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C1163B41C26E87C07AD8318598CB8EF7?id=1998SCH/MAR10074-10081:3,"Computational study of the kinetics of hydrogen abstraction from fluoromethanes by the hydroxyl radical, Schwartz, M.; Marshall, P.; Berry, R.J.; Ehlers, C.J.; Petersson, G.A. J. Phys. Chem. A 102, 10074 (1998)",200 - 2500,5.41E-14,3.27,3983.0,1.08e-14,2.0,5.41,-14,-3983,CH2F2,,,(.)CHF2,H2O,
48446,20669,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C1163B41C26E87C07AD8318598CB8EF7?id=1987COH/BEN162-170:8,"Transition-state-theory calculations for reactions of OH with haloalkanes, Cohen, N.; Benson, S.W. J. Phys. Chem. 91, 162 (1987)",298 - 2000,7.52E-13,1.7,10700.0,9.92e-15,2.0,7.52,-13,-10726,CH2F2,,,(.)CHF2,H2O,
48453,20675,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1A90E9BA7ECA0B4B02A47406E45A18A8?id=2013BRU/TWA4181-4193:4,"Theoretical study of the kinetics of chlorine atom abstraction from chloromethanes by atomic chlorine, Brudnik, K.; Twarda, M.; Sarzynski, D.; Jodkowski, J. T. J. Mol. Model. 19, 4181 (2013)",200 - 3000,2.34E-11,1.23,91100.0,2.4900000000000002e-27,2.0,2.34,-11,-91127,CH2Cl2,,,(.)CH2Cl,Cl2,
